"Gene_Symbol","logFC","adjPval"
"IGLV9-49",0.646338229377086,0.446676151485157
"LSS",0.644458182780898,0.257564084434212
"GALM",0.644347355903664,0.0670002051524449
"LMO7",0.642986042285928,0.438172406355971
"HABP2",0.642617552182914,0.168694915158579
"PIGR",0.640637496477622,0.579334283353691
"IGHV2-70D",0.636833074377725,0.332702658054758
"MYO1B",0.635667738591705,0.566434514654581
"COCH",0.635314133577646,0.472426177027928
"ABI3BP",0.635243286541549,0.83680157478072
"TRIP10",0.632534641481864,0.072616388644497
"SLC2A1",0.627748232560627,0.437645721326966
"DMD",0.627645307856158,0.457725271162789
"CAV1",0.627519745555533,0.692278449661626
"GPX1",0.627086624701766,0.0257019987961915
"MATN2",0.62632361381616,0.660262691405908
"MICAL1",0.625665607124123,0.294165413102732
"FRZB",0.624102983384134,0.717226229265132
"LTBP2",0.623058836043336,0.726736102771862
"GJB1",0.622641178245919,0.333178406134462
"CSPG4",0.622547927265336,0.289909666035081
"ENO3",0.621957964673728,0.339952619990609
"CD84",0.619702770191976,0.0810635655831017
"HAAO",0.616781329926582,0.442897363557386
"JMJD7",0.614134534058024,0.0343734877308686
"INF2",0.61290781820977,0.0969126621110331
"PPIL3",0.612826793674477,0.210177149518475
"PLD1",0.612443768966475,0.126956115700226
"LMNA",0.611924178177729,0.47142211705359
"DPYD",0.611734185540696,0.184271666506466
"COL5A2",0.609853783991514,0.657449645722544
"AACS",0.609644007249786,0.0666774886928342
"NEFL",0.607186308065922,0.310161926309741
"UGT8",0.606513438392867,0.214140401638372
"COL14A1",0.605415927393468,0.772079234890771
"LDAH",0.604704464956091,0.0780197091556399
"TF",0.604292098630843,0.451102735368269
"PSME1",0.603599742827852,0.0308429218406238
"TMEM63A",0.602445842950641,0.0670002051524449
"S100A7",0.602100967223367,0.739576362730669
"ENPP6",0.601399089435375,0.170006103938487
"NEFM",0.600771977550078,0.256625556698464
"PARVG",0.600676602925883,0.0996423429304799
"ELMOD2",0.600566841696258,0.0705283508412552
"C2orf88",0.60003432276223,0.0890123605520186
"TCIRG1",0.599166926341806,0.00916793311603189
"HACD2",0.599079476790402,0.099603346872245
"APRT",0.598986519867415,0.0392946560414652
"LTBP4",0.598865254984635,0.44827491675576
"LHFPL2",0.597562944847986,0.114086059716493
"DOCK2",0.597239992124678,0.06105963411142
"PDLIM7",0.5965817478397,0.63197009951776
"FCER1G",0.596047804112412,0.22302074572174
"CMTM6",0.596014425532378,0.443930337584841
"SSC5D",0.595677743638439,0.641152090529765
"COL18A1",0.593645544835976,0.66123118008283
"PALLD",0.592149687929766,0.236141523346574
"CAMK1",0.591908190022265,0.0558229642535018
"PRKCD",0.591888270757021,0.151371238211
"NUDT14",0.591191884383303,0.0574628471675681
"STX11",0.590139967834762,0.128318511945358
"SDC2",0.589330186895653,0.218035914190663
"COL2A1",0.587923022698815,0.460364321707459
"IGF2R",0.58680173472793,0.037991818107561
"CASP1",0.586774855965806,0.0431026416450187
"ARHGAP9",0.584768563379307,0.019548218433067
"ARHGDIB",0.584651722707779,0.151532880461562
"ALDH3B1",0.58391675351455,0.319921518119691
"AOC3",0.58268799575824,0.725473368865604
"HPD",0.581813468667507,0.544564961886229
"MBP",0.581531893114644,0.50681937506682
